시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
인천,옹진군,횡단보도상,1,1,0,0,0,0
광주,동구,터널안,2,0,3,0,3,0
광주,동구,교량위,3,0,4,3,1,0
광주,동구,고가도로위,1,0,1,0,1,0
광주,동구,기타단일로,321,1,487,58,413,16
광주,동구,교차로내,196,3,333,47,270,16
광주,동구,교차로부근,47,1,79,11,67,1
광주,동구,횡단보도상,17,1,17,8,9,0
광주,동구,횡단보도부근,8,0,12,2,10,0
광주,동구,기타/불명,77,1,107,13,93,1
광주,서구,교량위,5,0,8,1,7,0
광주,서구,고가도로위,2,0,5,0,5,0
광주,서구,지하차도(도로)내,1,0,1,1,0,0
광주,서구,기타단일로,964,15,1434,159,1246,29
광주,서구,교차로내,594,3,1052,161,875,16
광주,서구,교차로부근,470,3,804,79,710,15
광주,서구,횡단보도상,33,2,35,17,18,0
광주,서구,횡단보도부근,5,0,5,1,2,2
광주,서구,기타/불명,25,0,32,5,27,0
광주,북구,교량위,14,0,21,4,17,0
광주,북구,고가도로위,11,0,19,3,15,1
광주,북구,기타단일로,1054,21,1663,236,1396,31
광주,북구,교차로내,636,3,1111,115,965,31
광주,북구,교차로부근,362,2,556,72,466,18
광주,북구,횡단보도상,60,4,64,31,32,1
광주,북구,횡단보도부근,9,0,9,2,5,2
광주,북구,기타/불명,25,0,32,4,26,2
광주,광산구,터널안,4,0,9,0,7,2
광주,광산구,교량위,14,0,42,6,35,1
광주,광산구,고가도로위,2,0,4,1,3,0
광주,광산구,지하차도(도로)내,2,0,3,1,2,0
광주,광산구,기타단일로,872,16,1432,161,1227,44
광주,광산구,교차로내,649,11,1088,148,903,37
광주,광산구,교차로부근,406,0,633,57,564,12
광주,광산구,횡단보도상,25,0,29,8,21,0
광주,광산구,횡단보도부근,6,0,11,0,10,1
광주,광산구,기타/불명,20,0,26,7,16,3
광주,남구,터널안,4,0,6,2,4,0
광주,남구,교량위,4,1,6,0,6,0
광주,남구,고가도로위,10,0,17,4,13,0
광주,남구,기타단일로,452,4,688,78,570,40
광주,남구,교차로내,236,2,402,52,329,21
광주,남구,교차로부근,146,0,222,33,176,13
광주,남구,횡단보도상,29,1,30,9,20,1
광주,남구,횡단보도부근,9,2,10,3,7,0
광주,남구,기타/불명,32,0,44,9,35,0
대전,동구,터널안,2,0,2,1,1,0
대전,동구,교량위,5,0,7,2,5,0
대전,동구,고가도로위,2,0,3,0,3,0
대전,동구,지하차도(도로)내,2,0,2,1,1,0
대전,동구,기타단일로,603,16,861,200,639,22
대전,동구,교차로내,322,3,466,104,355,7
대전,동구,교차로부근,171,0,255,49,201,5
대전,동구,횡단보도상,60,2,63,30,33,0
대전,동구,횡단보도부근,12,1,12,3,9,0
대전,동구,기타/불명,15,0,23,3,19,1
대전,중구,터널안,1,0,2,2,0,0
대전,중구,교량위,6,0,17,5,12,0
대전,중구,고가도로위,8,0,14,5,9,0
대전,중구,기타단일로,565,6,850,198,642,10
대전,중구,교차로내,362,4,583,145,433,5
대전,중구,교차로부근,191,2,308,70,233,5
대전,중구,횡단보도상,52,0,55,32,22,1
대전,중구,횡단보도부근,19,2,23,7,16,0
대전,중구,기타/불명,13,0,15,3,12,0
대전,서구,터널안,3,0,11,2,9,0
대전,서구,교량위,16,0,23,2,20,1
대전,서구,고가도로위,1,0,5,0,5,0
대전,서구,지하차도(도로)내,5,0,8,2,5,1
대전,서구,기타단일로,909,14,1393,257,1092,44
대전,서구,교차로내,745,6,1179,264,898,17
대전,서구,교차로부근,461,3,694,113,560,21
대전,서구,횡단보도상,62,0,66,30,34,2
대전,서구,횡단보도부근,27,0,45,8,34,3
대전,서구,기타/불명,36,0,40,14,26,0
대전,유성구,터널안,2,0,2,0,2,0
대전,유성구,교량위,4,0,5,2,3,0
대전,유성구,고가도로위,2,0,13,1,12,0
대전,유성구,지하차도(도로)내,2,2,2,0,2,0
대전,유성구,기타단일로,582,12,919,205,694,20
대전,유성구,교차로내,482,4,771,175,582,14
대전,유성구,교차로부근,268,4,411,86,317,8
대전,유성구,횡단보도상,53,1,58,27,31,0
대전,유성구,횡단보도부근,24,0,36,6,30,0
대전,유성구,기타/불명,30,0,51,16,33,2
대전,대덕구,교량위,8,0,18,4,13,1
대전,대덕구,고가도로위,8,0,13,3,10,0
대전,대덕구,지하차도(도로)내,1,0,1,1,0,0
대전,대덕구,기타단일로,352,11,486,154,320,12
대전,대덕구,교차로내,211,1,334,94,230,10
대전,대덕구,교차로부근,134,1,196,47,139,10
대전,대덕구,횡단보도상,20,2,19,4,14,1
대전,대덕구,횡단보도부근,8,0,9,3,6,0
대전,대덕구,기타/불명,34,0,44,12,32,0
울산,중구,터널안,1,0,1,1,0,0
울산,중구,교량위,13,0,21,4,17,0
울산,중구,고가도로위,2,0,2,0,1,1
울산,중구,지하차도(도로)내,1,0,1,0,0,1
울산,중구,기타단일로,508,6,727,204,467,56
울산,중구,교차로내,358,4,551,159,334,58
울산,중구,교차로부근,104,1,162,33,117,12
울산,중구,횡단보도상,40,0,41,18,19,4
울산,중구,횡단보도부근,3,0,3,1,2,0
울산,중구,기타/불명,6,0,7,1,5,1
울산,남구,터널안,2,1,5,0,4,1
울산,남구,교량위,11,0,15,4,9,2
울산,남구,기타단일로,694,5,967,249,662,56
울산,남구,교차로내,571,8,836,241,567,28
울산,남구,교차로부근,452,4,654,156,476,22
울산,남구,횡단보도상,38,3,38,20,18,0
울산,남구,횡단보도부근,21,1,31,6,25,0
울산,남구,기타/불명,17,0,18,7,9,2
울산,동구,터널안,1,0,1,0,1,0
울산,동구,교량위,2,0,2,1,1,0
울산,동구,고가도로위,1,0,3,0,3,0
울산,동구,기타단일로,261,7,360,124,228,8
울산,동구,교차로내,180,4,221,89,128,4
울산,동구,교차로부근,121,0,163,54,106,3
울산,동구,횡단보도상,14,0,15,6,9,0
울산,동구,횡단보도부근,2,0,2,1,1,0
울산,동구,기타/불명,10,1,11,4,7,0
울산,북구,터널안,2,0,13,0,12,1
울산,북구,교량위,17,0,24,11,11,2
울산,북구,고가도로위,1,0,2,0,2,0
울산,북구,지하차도(도로)내,1,0,3,1,2,0
울산,북구,기타단일로,453,10,764,213,489,62
울산,북구,교차로내,231,5,354,112,200,42
울산,북구,교차로부근,123,2,210,53,140,17
울산,북구,철길건널목,1,0,1,1,0,0
울산,북구,횡단보도상,13,0,16,8,8,0
울산,북구,횡단보도부근,1,0,2,0,1,1
울산,북구,기타/불명,3,0,4,1,3,0
울산,울주군,교량위,10,0,28,4,23,1
울산,울주군,고가도로위,3,0,6,1,2,3
울산,울주군,지하차도(도로)내,1,0,1,0,0,1
울산,울주군,기타단일로,538,23,873,248,477,148
울산,울주군,교차로내,326,3,460,142,260,58
울산,울주군,교차로부근,189,4,302,92,176,34
울산,울주군,횡단보도상,10,2,9,3,4,2
울산,울주군,횡단보도부근,3,0,3,1,2,0
울산,울주군,기타/불명,8,0,10,1,8,1
세종,세종,터널안,3,0,8,3,5,0
세종,세종,교량위,6,1,10,4,6,0
세종,세종,고가도로위,2,0,3,1,2,0
세종,세종,지하차도(도로)내,1,0,2,0,2,0
세종,세종,기타단일로,238,11,354,139,195,20
세종,세종,교차로내,170,6,312,104,205,3
세종,세종,교차로부근,91,1,171,45,120,6
세종,세종,횡단보도상,20,0,20,14,5,1
세종,세종,횡단보도부근,3,0,4,0,3,1
세종,세종,기타/불명,2,0,3,1,2,0
