시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
경기,광주시,차대차,추돌,271,5,462,101,342,19
경기,광주시,차대차,추돌,146,1,277,44,228,5
경기,광주시,차대차,기타,80,0,132,36,89,7
경기,광주시,차량단독,전도전복,14,1,18,11,4,3
경기,광주시,차량단독,공작물충돌,29,5,31,19,11,1
경기,광주시,차량단독,도로이탈,2,0,5,1,4,0
경기,광주시,차량단독,도로이탈,3,0,5,4,0,1
경기,광주시,차량단독,기타,12,0,12,3,9,0
경기,연천군,차대사람,횡단중,14,2,12,8,4,0
경기,연천군,차대사람,차도통행중,3,0,4,1,3,0
경기,연천군,차대사람,길가장자리구역통행중,2,0,2,0,1,1
경기,연천군,차대사람,기타,15,1,14,10,4,0
경기,연천군,차대차,정면충돌,27,0,46,17,28,1
경기,연천군,차대차,측면충돌,82,0,137,34,94,9
경기,연천군,차대차,추돌,41,5,59,19,34,6
경기,연천군,차대차,추돌,15,0,23,8,11,4
경기,연천군,차대차,기타,44,2,91,24,61,6
경기,연천군,차량단독,전도전복,5,0,9,1,6,2
경기,연천군,차량단독,공작물충돌,11,2,11,5,5,1
경기,연천군,차량단독,기타,5,0,6,2,3,1
경기,포천시,차대사람,횡단중,49,4,46,29,8,9
경기,포천시,차대사람,차도통행중,2,1,1,1,0,0
경기,포천시,차대사람,길가장자리구역통행중,10,0,11,7,3,1
경기,포천시,차대사람,보도통행중,2,0,2,0,2,0
경기,포천시,차대사람,기타,78,2,81,34,35,12
경기,포천시,차대차,정면충돌,102,5,225,67,134,24
경기,포천시,차대차,측면충돌,229,3,396,128,234,34
경기,포천시,차대차,추돌,127,1,215,39,158,18
경기,포천시,차대차,추돌,66,2,156,28,102,26
경기,포천시,차대차,기타,263,4,471,117,275,79
경기,포천시,차량단독,전도전복,20,5,17,7,5,5
경기,포천시,차량단독,공작물충돌,24,5,24,15,9,0
경기,포천시,차량단독,도로이탈,1,0,3,3,0,0
경기,포천시,차량단독,기타,15,0,18,9,7,2
경기,가평군,차대사람,횡단중,19,3,16,8,5,3
경기,가평군,차대사람,차도통행중,7,0,7,4,2,1
경기,가평군,차대사람,길가장자리구역통행중,1,0,1,1,0,0
경기,가평군,차대사람,보도통행중,2,0,2,1,1,0
경기,가평군,차대사람,기타,29,2,27,12,11,4
경기,가평군,차대차,정면충돌,47,3,99,34,63,2
경기,가평군,차대차,측면충돌,73,0,148,24,110,14
경기,가평군,차대차,추돌,33,1,86,15,56,15
경기,가평군,차대차,추돌,23,1,44,10,33,1
경기,가평군,차대차,기타,129,2,248,68,162,18
경기,가평군,차량단독,전도전복,5,0,8,5,1,2
경기,가평군,차량단독,공작물충돌,17,4,43,7,32,4
경기,가평군,차량단독,도로이탈,1,0,1,0,1,0
경기,가평군,차량단독,도로이탈,1,0,7,7,0,0
경기,가평군,차량단독,기타,8,1,10,2,6,2
경기,양평군,차대사람,횡단중,28,2,28,15,10,3
경기,양평군,차대사람,차도통행중,5,0,6,3,3,0
경기,양평군,차대사람,길가장자리구역통행중,5,1,4,1,2,1
경기,양평군,차대사람,보도통행중,6,0,6,5,1,0
경기,양평군,차대사람,기타,42,5,39,15,17,7
경기,양평군,차대차,정면충돌,59,5,119,40,73,6
경기,양평군,차대차,측면충돌,120,3,193,44,136,13
경기,양평군,차대차,추돌,35,2,60,14,43,3
경기,양평군,차대차,추돌,46,0,91,9,63,19
경기,양평군,차대차,기타,160,2,255,64,166,25
경기,양평군,차량단독,전도전복,5,0,5,4,0,1
경기,양평군,차량단독,공작물충돌,22,4,24,11,6,7
경기,양평군,차량단독,도로이탈,1,0,2,1,1,0
경기,양평군,차량단독,도로이탈,5,0,17,10,7,0
경기,양평군,차량단독,기타,4,2,2,1,0,1
경기,이천시,차대사람,횡단중,81,3,81,36,44,1
경기,이천시,차대사람,차도통행중,10,0,11,2,7,2
경기,이천시,차대사람,길가장자리구역통행중,11,1,10,0,10,0
경기,이천시,차대사람,보도통행중,7,0,8,4,4,0
경기,이천시,차대사람,기타,51,3,50,23,26,1
경기,이천시,차대차,정면충돌,74,2,125,26,98,1
경기,이천시,차대차,측면충돌,211,7,344,60,277,7
경기,이천시,차대차,추돌,130,2,302,70,221,11
경기,이천시,차대차,추돌,67,2,129,22,105,2
경기,이천시,차대차,기타,201,4,345,68,267,10
경기,이천시,차량단독,전도전복,16,2,16,6,9,1
경기,이천시,차량단독,공작물충돌,26,1,34,13,18,3
경기,이천시,차량단독,도로이탈,6,1,5,3,2,0
경기,이천시,차량단독,도로이탈,1,0,1,0,1,0
경기,이천시,차량단독,기타,5,0,5,2,3,0
경기,용인시,차대사람,횡단중,251,13,252,145,89,18
경기,용인시,차대사람,차도통행중,69,6,65,34,28,3
경기,용인시,차대사람,길가장자리구역통행중,27,1,26,14,9,3
경기,용인시,차대사람,보도통행중,30,0,33,21,8,4
경기,용인시,차대사람,기타,191,3,203,87,96,20
경기,용인시,차대차,정면충돌,201,4,388,97,246,45
경기,용인시,차대차,측면충돌,862,2,1497,362,967,168
경기,용인시,차대차,추돌,606,5,1253,218,873,162
경기,용인시,차대차,추돌,295,3,591,109,429,53
경기,용인시,차대차,기타,483,7,798,175,537,86
경기,용인시,차량단독,전도전복,22,2,27,15,9,3
경기,용인시,차량단독,공작물충돌,58,7,70,22,30,18
경기,용인시,차량단독,도로이탈,4,1,4,0,3,1
경기,용인시,차량단독,기타,33,1,33,12,15,6
경기,안성시,차대사람,횡단중,60,3,64,32,27,5
경기,안성시,차대사람,차도통행중,25,2,23,9,14,0
경기,안성시,차대사람,길가장자리구역통행중,8,1,7,3,3,1
경기,안성시,차대사람,보도통행중,4,0,4,2,2,0
경기,안성시,차대사람,기타,48,3,45,16,28,1
경기,안성시,차대차,정면충돌,108,2,234,79,141,14
경기,안성시,차대차,측면충돌,294,6,559,160,353,46
경기,안성시,차대차,추돌,125,5,297,49,217,31
경기,안성시,차대차,추돌,73,3,139,34,95,10
경기,안성시,차대차,기타,239,4,435,116,288,31
경기,안성시,차량단독,전도전복,15,3,13,7,4,2
경기,안성시,차량단독,공작물충돌,40,0,58,29,17,12
경기,안성시,차량단독,도로이탈,4,1,7,4,3,0
경기,안성시,차량단독,도로이탈,2,0,2,1,0,1
경기,안성시,차량단독,기타,5,0,5,2,3,0
경기,김포시,차대사람,횡단중,127,11,120,65,43,12
경기,김포시,차대사람,차도통행중,30,0,30,14,12,4
경기,김포시,차대사람,길가장자리구역통행중,25,1,25,15,10,0
경기,김포시,차대사람,보도통행중,14,0,14,7,5,2
경기,김포시,차대사람,기타,71,0,75,40,26,9
경기,김포시,차대차,정면충돌,114,3,183,51,110,22
경기,김포시,차대차,측면충돌,623,2,1071,253,746,72
경기,김포시,차대차,추돌,230,4,410,86,290,34
경기,김포시,차대차,추돌,150,2,317,56,236,25
경기,김포시,차대차,기타,162,5,249,59,159,31
경기,김포시,차량단독,전도전복,7,0,7,2,3,2
경기,김포시,차량단독,공작물충돌,29,3,62,14,24,24
경기,김포시,차량단독,도로이탈,1,0,1,0,1,0
경기,김포시,차량단독,도로이탈,1,0,1,1,0,0
경기,김포시,차량단독,기타,37,0,37,9,28,0
경기,동두천시,차대사람,횡단중,41,4,38,15,22,1
경기,동두천시,차대사람,차도통행중,12,0,13,3,9,1
경기,동두천시,차대사람,길가장자리구역통행중,1,0,1,0,1,0
경기,동두천시,차대사람,보도통행중,8,1,7,2,5,0
경기,동두천시,차대사람,기타,26,1,25,8,14,3
경기,동두천시,차대차,정면충돌,39,0,66,13,47,6
경기,동두천시,차대차,측면충돌,147,1,235,39,168,28
경기,동두천시,차대차,추돌,49,2,100,16,62,22
경기,동두천시,차대차,추돌,34,0,62,6,46,10
경기,동두천시,차대차,기타,121,1,187,30,146,11
경기,동두천시,차량단독,전도전복,2,0,2,1,1,0
경기,동두천시,차량단독,공작물충돌,3,0,5,1,2,2
경기,동두천시,차량단독,도로이탈,1,0,1,1,0,0
경기,동두천시,차량단독,기타,10,0,12,5,6,1
경기,과천시,차대사람,횡단중,13,1,12,5,5,2
경기,과천시,차대사람,차도통행중,1,0,1,1,0,0
경기,과천시,차대사람,길가장자리구역통행중,1,0,1,1,0,0
경기,과천시,차대사람,보도통행중,3,0,3,0,3,0
경기,과천시,차대사람,기타,19,1,18,9,6,3
경기,과천시,차대차,정면충돌,11,0,19,4,10,5
경기,과천시,차대차,측면충돌,61,0,95,18,69,8
경기,과천시,차대차,추돌,48,0,101,18,77,6
경기,과천시,차대차,추돌,31,0,85,17,64,4
경기,과천시,차대차,기타,44,0,60,12,45,3
경기,과천시,차량단독,전도전복,1,0,4,0,2,2
경기,과천시,차량단독,공작물충돌,4,0,5,3,2,0
경기,과천시,차량단독,도로이탈,1,0,1,0,1,0
경기,과천시,차량단독,기타,9,0,11,3,8,0
경기,군포시,차대사람,횡단중,105,5,117,54,57,6
경기,군포시,차대사람,차도통행중,14,0,17,7,8,2
경기,군포시,차대사람,길가장자리구역통행중,10,0,11,4,7,0
경기,군포시,차대사람,보도통행중,9,0,10,2,8,0
경기,군포시,차대사람,기타,56,1,56,23,30,3
경기,군포시,차대차,정면충돌,34,0,56,17,35,4
경기,군포시,차대차,측면충돌,180,0,286,67,191,28
경기,군포시,차대차,추돌,136,3,276,51,202,23
경기,군포시,차대차,추돌,67,0,145,21,111,13
경기,군포시,차대차,기타,179,1,295,68,204,23
경기,군포시,차량단독,전도전복,6,1,5,1,4,0
경기,군포시,차량단독,공작물충돌,9,0,13,8,4,1
경기,군포시,차량단독,도로이탈,3,0,3,1,2,0
경기,군포시,차량단독,기타,14,0,19,9,9,1
경기,남양주시,차대사람,횡단중,165,11,161,89,70,2
경기,남양주시,차대사람,차도통행중,18,1,19,8,10,1
경기,남양주시,차대사람,길가장자리구역통행중,10,0,10,6,3,1
경기,남양주시,차대사람,보도통행중,23,1,22,13,9,0
경기,남양주시,차대사람,기타,178,3,184,87,87,10
경기,남양주시,차대차,정면충돌,158,3,265,86,166,13
경기,남양주시,차대차,측면충돌,556,3,894,181,671,42
경기,남양주시,차대차,추돌,406,6,754,169,561,24
경기,남양주시,차대차,추돌,196,2,382,66,288,28
경기,남양주시,차대차,기타,315,1,508,94,381,33
경기,남양주시,차량단독,전도전복,11,0,12,5,3,4
경기,남양주시,차량단독,공작물충돌,48,7,63,31,30,2
경기,남양주시,차량단독,기타,40,0,46,17,24,5
경기,오산시,차대사람,횡단중,81,1,85,56,22,7
경기,오산시,차대사람,차도통행중,23,0,24,15,7,2
경기,오산시,차대사람,길가장자리구역통행중,15,0,16,6,7,3
경기,오산시,차대사람,보도통행중,8,0,9,2,5,2
경기,오산시,차대사람,기타,59,1,61,26,29,6
경기,오산시,차대차,정면충돌,47,0,78,29,48,1
경기,오산시,차대차,측면충돌,238,0,370,122,219,29
경기,오산시,차대차,추돌,131,1,265,67,184,14
경기,오산시,차대차,추돌,53,0,91,32,49,10
경기,오산시,차대차,기타,133,3,208,71,115,22
경기,오산시,차량단독,전도전복,5,0,5,4,1,0
경기,오산시,차량단독,공작물충돌,22,1,24,13,6,5
경기,오산시,차량단독,주/정차차량 충돌,1,0,2,2,0,0
경기,오산시,차량단독,도로이탈,1,0,1,0,0,1
경기,오산시,차량단독,기타,21,0,23,8,9,6
경기,의왕시,차대사람,횡단중,44,1,44,24,20,0
경기,의왕시,차대사람,차도통행중,7,0,7,3,4,0
경기,의왕시,차대사람,길가장자리구역통행중,9,1,8,2,5,1
경기,의왕시,차대사람,보도통행중,11,0,11,5,6,0
경기,의왕시,차대사람,기타,25,0,26,11,14,1
경기,의왕시,차대차,정면충돌,39,0,61,13,46,2
경기,의왕시,차대차,측면충돌,157,1,264,73,182,9
경기,의왕시,차대차,추돌,167,1,322,57,256,9
경기,의왕시,차대차,추돌,72,0,143,22,119,2
경기,의왕시,차대차,기타,75,1,105,21,77,7
경기,의왕시,차량단독,전도전복,4,0,4,3,0,1
경기,의왕시,차량단독,공작물충돌,11,1,11,2,5,4
경기,의왕시,차량단독,기타,18,0,19,7,11,1
경기,하남시,차대사람,횡단중,55,6,49,21,25,3
경기,하남시,차대사람,차도통행중,10,1,9,4,3,2
경기,하남시,차대사람,길가장자리구역통행중,7,1,6,1,2,3
경기,하남시,차대사람,보도통행중,6,0,6,3,3,0
경기,하남시,차대사람,기타,63,0,65,24,35,6
경기,하남시,차대차,정면충돌,62,1,131,28,88,15
경기,하남시,차대차,측면충돌,234,5,371,95,236,40
경기,하남시,차대차,추돌,119,0,228,43,156,29
경기,하남시,차대차,추돌,54,1,111,22,80,9
경기,하남시,차대차,기타,185,3,254,63,155,36
경기,하남시,차량단독,전도전복,5,2,4,3,1,0
경기,하남시,차량단독,공작물충돌,17,1,20,4,5,11
경기,하남시,차량단독,도로이탈,2,0,2,1,1,0
경기,하남시,차량단독,도로이탈,1,0,1,0,1,0
경기,하남시,차량단독,기타,20,0,23,9,8,6
강원,춘천시,차대사람,횡단중,170,8,169,73,90,6
강원,춘천시,차대사람,차도통행중,35,1,39,14,20,5
강원,춘천시,차대사람,길가장자리구역통행중,73,1,75,23,46,6
강원,춘천시,차대사람,보도통행중,20,0,21,9,12,0
강원,춘천시,차대사람,기타,35,0,36,11,21,4
강원,춘천시,차대차,정면충돌,88,2,161,27,126,8
강원,춘천시,차대차,측면충돌,911,10,1464,255,1123,86
강원,춘천시,차대차,추돌,209,3,453,46,371,36
강원,춘천시,차대차,추돌,127,2,259,34,217,8
강원,춘천시,차대차,기타,68,0,98,18,75,5
강원,춘천시,차량단독,전도전복,8,2,7,3,2,2
강원,춘천시,차량단독,공작물충돌,22,2,31,15,14,2
강원,춘천시,차량단독,도로이탈,2,0,2,2,0,0
강원,춘천시,차량단독,도로이탈,3,1,17,5,11,1
강원,춘천시,차량단독,기타,5,0,5,2,1,2
강원,원주시,차대사람,횡단중,207,13,210,89,111,10
강원,원주시,차대사람,차도통행중,21,1,21,6,14,1
강원,원주시,차대사람,길가장자리구역통행중,47,0,51,13,34,4
강원,원주시,차대사람,보도통행중,32,1,36,11,24,1
강원,원주시,차대사람,기타,90,2,92,33,51,8
강원,원주시,차대차,정면충돌,189,0,342,77,256,9
강원,원주시,차대차,측면충돌,764,5,1324,260,1028,36
강원,원주시,차대차,추돌,412,4,813,143,659,11
강원,원주시,차대차,추돌,237,2,501,78,414,9
강원,원주시,차대차,기타,293,0,479,71,389,19
강원,원주시,차량단독,전도전복,13,1,23,10,11,2
강원,원주시,차량단독,공작물충돌,32,3,56,29,25,2
강원,원주시,차량단독,도로이탈,2,1,2,2,0,0
강원,원주시,차량단독,도로이탈,4,0,5,2,3,0
강원,원주시,차량단독,기타,20,1,26,9,15,2
강원,동해시,차대사람,횡단중,47,4,48,22,26,0
강원,동해시,차대사람,차도통행중,12,0,12,5,6,1
강원,동해시,차대사람,길가장자리구역통행중,22,1,21,9,11,1
강원,동해시,차대사람,보도통행중,13,0,16,7,9,0
강원,동해시,차대사람,기타,1,0,1,1,0,0
강원,동해시,차대차,정면충돌,55,1,85,17,68,0
강원,동해시,차대차,측면충돌,271,2,445,80,352,13
강원,동해시,차대차,추돌,61,0,105,17,88,0
강원,동해시,차대차,추돌,68,1,149,16,129,4
강원,동해시,차대차,기타,1,0,2,1,1,0
강원,동해시,차량단독,전도전복,5,1,7,5,1,1
강원,동해시,차량단독,공작물충돌,10,3,10,5,5,0
강원,동해시,차량단독,도로이탈,1,0,1,1,0,0
강원,동해시,차량단독,기타,2,0,2,0,1,1
강원,강릉시,차대사람,횡단중,97,4,98,34,62,2
강원,강릉시,차대사람,차도통행중,19,2,18,10,8,0
강원,강릉시,차대사람,길가장자리구역통행중,8,0,8,1,6,1
강원,강릉시,차대사람,보도통행중,14,1,13,2,9,2
강원,강릉시,차대사람,기타,98,3,98,33,58,7
강원,강릉시,차대차,정면충돌,104,0,164,37,126,1
강원,강릉시,차대차,측면충돌,254,4,406,64,338,4
강원,강릉시,차대차,추돌,131,0,235,33,196,6
강원,강릉시,차대차,추돌,55,2,103,9,91,3
강원,강릉시,차대차,기타,274,0,481,61,408,12
강원,강릉시,차량단독,전도전복,9,1,19,8,11,0
강원,강릉시,차량단독,공작물충돌,29,4,43,19,19,5
강원,강릉시,차량단독,도로이탈,1,0,1,1,0,0
강원,강릉시,차량단독,기타,3,0,3,2,1,0
강원,속초시,차대사람,횡단중,50,2,56,21,33,2
강원,속초시,차대사람,차도통행중,6,0,6,3,3,0
강원,속초시,차대사람,길가장자리구역통행중,25,0,28,5,20,3
강원,속초시,차대사람,보도통행중,7,0,7,5,2,0
강원,속초시,차대사람,기타,18,2,19,7,12,0
강원,속초시,차대차,정면충돌,43,0,84,15,66,3
강원,속초시,차대차,측면충돌,239,0,428,80,334,14
강원,속초시,차대차,추돌,56,0,124,10,93,21
강원,속초시,차대차,추돌,51,0,115,18,95,2
강원,속초시,차대차,기타,9,0,11,2,9,0
강원,속초시,차량단독,전도전복,4,2,4,2,2,0
강원,속초시,차량단독,공작물충돌,8,2,10,5,5,0
강원,속초시,차량단독,기타,3,0,4,1,3,0
강원,태백시,차대사람,횡단중,26,1,27,11,13,3
강원,태백시,차대사람,차도통행중,4,0,5,3,1,1
강원,태백시,차대사람,길가장자리구역통행중,6,0,6,3,2,1
강원,태백시,차대사람,보도통행중,7,1,8,4,4,0
강원,태백시,차대사람,기타,15,1,14,2,9,3
강원,태백시,차대차,정면충돌,31,4,59,10,35,14
강원,태백시,차대차,측면충돌,76,1,148,23,100,25
강원,태백시,차대차,추돌,23,0,35,3,23,9
강원,태백시,차대차,추돌,21,1,43,4,20,19
강원,태백시,차대차,기타,20,1,31,8,18,5
강원,태백시,차량단독,전도전복,5,1,4,2,1,1
강원,태백시,차량단독,공작물충돌,11,1,17,5,9,3
강원,태백시,차량단독,도로이탈,3,0,5,2,0,3
강원,태백시,차량단독,기타,3,0,5,1,2,2
강원,삼척시,차대사람,횡단중,28,3,26,15,11,0
강원,삼척시,차대사람,차도통행중,4,0,4,4,0,0
강원,삼척시,차대사람,길가장자리구역통행중,9,0,10,4,6,0
강원,삼척시,차대사람,보도통행중,5,0,5,1,4,0
강원,삼척시,차대사람,기타,12,0,17,8,9,0
강원,삼척시,차대차,정면충돌,36,1,74,34,38,2
강원,삼척시,차대차,측면충돌,180,0,320,66,246,8
강원,삼척시,차대차,추돌,48,1,115,24,91,0
강원,삼척시,차대차,추돌,27,1,54,5,49,0
강원,삼척시,차대차,기타,19,0,29,7,20,2
강원,삼척시,차량단독,전도전복,10,0,11,6,5,0
강원,삼척시,차량단독,공작물충돌,24,1,33,9,22,2
강원,삼척시,차량단독,도로이탈,3,1,2,2,0,0
강원,삼척시,차량단독,도로이탈,3,0,5,4,1,0
강원,삼척시,차량단독,기타,4,0,4,3,1,0
강원,홍천군,차대사람,횡단중,26,1,27,15,12,0
강원,홍천군,차대사람,차도통행중,11,1,10,7,3,0
강원,홍천군,차대사람,길가장자리구역통행중,12,1,11,7,3,1
강원,홍천군,차대사람,보도통행중,4,0,7,2,5,0
강원,홍천군,차대사람,기타,4,0,4,2,2,0
강원,홍천군,차대차,정면충돌,34,2,74,19,55,0
강원,홍천군,차대차,측면충돌,106,1,171,38,128,5
강원,홍천군,차대차,추돌,45,2,79,22,55,2
강원,홍천군,차대차,추돌,13,1,22,11,11,0
강원,홍천군,차대차,기타,25,0,45,6,39,0
강원,홍천군,차량단독,전도전복,9,4,7,5,1,1
강원,홍천군,차량단독,공작물충돌,15,2,14,5,6,3
강원,홍천군,차량단독,도로이탈,1,0,2,2,0,0
강원,홍천군,차량단독,도로이탈,2,0,3,2,1,0
강원,홍천군,차량단독,기타,6,0,8,7,1,0
강원,횡성군,차대사람,횡단중,18,1,17,12,5,0
강원,횡성군,차대사람,차도통행중,2,0,2,1,1,0
강원,횡성군,차대사람,길가장자리구역통행중,5,0,5,1,3,1
강원,횡성군,차대사람,보도통행중,1,0,1,0,1,0
강원,횡성군,차대사람,기타,5,0,5,3,2,0
강원,횡성군,차대차,정면충돌,23,0,57,27,30,0
강원,횡성군,차대차,측면충돌,79,3,155,47,108,0
강원,횡성군,차대차,추돌,51,2,141,41,99,1
강원,횡성군,차대차,추돌,13,0,66,10,54,2
강원,횡성군,차대차,기타,13,0,20,6,14,0
강원,횡성군,차량단독,전도전복,11,2,15,8,6,1
강원,횡성군,차량단독,공작물충돌,11,3,17,8,8,1
강원,횡성군,차량단독,도로이탈,9,3,7,2,5,0
강원,횡성군,차량단독,도로이탈,2,0,5,2,3,0
강원,횡성군,차량단독,기타,1,0,1,1,0,0
강원,영월군,차대사람,횡단중,19,4,15,10,3,2
강원,영월군,차대사람,길가장자리구역통행중,3,2,1,1,0,0
강원,영월군,차대사람,보도통행중,1,0,1,1,0,0
강원,영월군,차대사람,기타,4,0,4,2,2,0
강원,영월군,차대차,정면충돌,21,0,42,17,16,9
강원,영월군,차대차,측면충돌,49,1,89,34,39,16
강원,영월군,차대차,추돌,17,1,49,17,28,4
강원,영월군,차대차,추돌,7,0,15,3,6,6
강원,영월군,차대차,기타,13,0,30,8,14,8
강원,영월군,차량단독,전도전복,2,0,2,2,0,0
강원,영월군,차량단독,공작물충돌,7,0,20,15,3,2
강원,영월군,차량단독,도로이탈,2,1,1,1,0,0
강원,영월군,차량단독,도로이탈,1,1,1,0,0,1
강원,영월군,차량단독,기타,1,0,1,1,0,0
강원,평창군,차대사람,횡단중,21,4,17,11,6,0
강원,평창군,차대사람,차도통행중,5,1,5,4,1,0
강원,평창군,차대사람,길가장자리구역통행중,3,0,4,2,2,0
강원,평창군,차대사람,보도통행중,1,0,1,1,0,0
강원,평창군,차대사람,기타,4,1,5,1,4,0
강원,평창군,차대차,정면충돌,37,2,71,21,49,1
강원,평창군,차대차,측면충돌,67,1,124,44,75,5
강원,평창군,차대차,추돌,56,1,166,34,117,15
강원,평창군,차대차,추돌,9,1,24,6,17,1
강원,평창군,차대차,기타,11,0,32,5,21,6
강원,평창군,차량단독,전도전복,4,2,7,5,2,0
강원,평창군,차량단독,공작물충돌,9,0,16,7,5,4
강원,평창군,차량단독,기타,2,0,2,2,0,0
강원,정선군,차대사람,횡단중,20,1,19,6,11,2
강원,정선군,차대사람,차도통행중,5,0,5,2,3,0
강원,정선군,차대사람,길가장자리구역통행중,9,1,9,4,5,0
강원,정선군,차대사람,보도통행중,2,0,2,0,2,0
강원,정선군,차대사람,기타,4,0,7,2,5,0
강원,정선군,차대차,정면충돌,28,2,72,16,52,4
강원,정선군,차대차,측면충돌,52,1,110,33,67,10
강원,정선군,차대차,추돌,28,3,43,16,27,0
강원,정선군,차대차,추돌,11,0,16,1,13,2
강원,정선군,차대차,기타,7,0,11,1,9,1
강원,정선군,차량단독,전도전복,6,0,8,5,3,0
강원,정선군,차량단독,공작물충돌,9,2,12,5,6,1
강원,정선군,차량단독,도로이탈,2,0,2,2,0,0
강원,정선군,차량단독,기타,1,0,1,1,0,0
강원,철원군,차대사람,횡단중,25,2,24,16,7,1
강원,철원군,차대사람,차도통행중,1,0,1,0,1,0
강원,철원군,차대사람,길가장자리구역통행중,3,0,3,2,1,0
강원,철원군,차대사람,기타,9,1,8,4,4,0
강원,철원군,차대차,정면충돌,15,0,29,9,20,0
강원,철원군,차대차,측면충돌,80,1,139,46,92,1
강원,철원군,차대차,추돌,19,2,26,8,16,2
강원,철원군,차대차,추돌,11,0,27,2,25,0
강원,철원군,차대차,기타,4,0,6,0,6,0
강원,철원군,차량단독,전도전복,10,1,13,4,7,2
강원,철원군,차량단독,공작물충돌,8,1,9,3,6,0
강원,철원군,차량단독,도로이탈,1,0,1,0,1,0
강원,철원군,차량단독,도로이탈,2,0,5,2,3,0
강원,철원군,차량단독,기타,1,0,1,1,0,0
강원,화천군,차대사람,횡단중,6,0,10,3,7,0
강원,화천군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
강원,화천군,차대사람,보도통행중,1,0,1,0,1,0
강원,화천군,차대사람,기타,2,0,5,1,4,0
강원,화천군,차대차,정면충돌,6,1,17,1,14,2
강원,화천군,차대차,측면충돌,26,0,39,8,26,5
강원,화천군,차대차,추돌,5,0,14,0,13,1
강원,화천군,차대차,추돌,2,0,2,0,2,0
강원,화천군,차대차,기타,14,0,25,6,16,3
강원,화천군,차량단독,공작물충돌,1,1,0,0,0,0
강원,화천군,차량단독,도로이탈,3,1,2,0,2,0
강원,화천군,차량단독,기타,1,0,1,0,1,0
강원,양구군,차대사람,횡단중,6,0,6,4,2,0
강원,양구군,차대사람,차도통행중,1,0,1,0,1,0
강원,양구군,차대사람,길가장자리구역통행중,2,0,2,2,0,0
강원,양구군,차대사람,기타,4,1,3,2,1,0
강원,양구군,차대차,정면충돌,7,1,10,2,7,1
강원,양구군,차대차,측면충돌,37,2,67,28,34,5
강원,양구군,차대차,추돌,10,1,16,2,11,3
강원,양구군,차대차,추돌,7,0,16,1,10,5
강원,양구군,차대차,기타,1,0,3,2,0,1
강원,양구군,차량단독,전도전복,1,0,2,1,0,1
강원,양구군,차량단독,공작물충돌,7,2,9,6,0,3
강원,인제군,차대사람,횡단중,6,0,7,5,2,0
강원,인제군,차대사람,차도통행중,2,1,1,0,0,1
강원,인제군,차대사람,길가장자리구역통행중,1,0,3,3,0,0
강원,인제군,차대사람,기타,1,0,1,0,1,0
강원,인제군,차대차,정면충돌,16,2,36,26,9,1
강원,인제군,차대차,측면충돌,39,2,79,27,44,8
강원,인제군,차대차,추돌,27,1,81,16,60,5
강원,인제군,차대차,추돌,7,0,12,0,12,0
강원,인제군,차대차,기타,1,0,4,0,4,0
강원,인제군,차량단독,전도전복,3,0,7,4,3,0
강원,인제군,차량단독,공작물충돌,10,5,16,9,7,0
강원,인제군,차량단독,도로이탈,2,1,5,4,1,0
강원,인제군,차량단독,기타,2,1,6,6,0,0
강원,고성군,차대사람,횡단중,10,1,10,8,2,0
강원,고성군,차대사람,차도통행중,9,0,9,4,5,0
강원,고성군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
강원,고성군,차대사람,보도통행중,1,0,1,1,0,0
강원,고성군,차대사람,기타,11,0,11,4,7,0
강원,고성군,차대차,정면충돌,18,0,33,14,19,0
강원,고성군,차대차,측면충돌,39,2,86,26,60,0
강원,고성군,차대차,추돌,52,2,129,20,108,1
강원,고성군,차대차,추돌,15,1,47,8,39,0
강원,고성군,차대차,기타,8,0,16,2,14,0
강원,고성군,차량단독,전도전복,4,0,7,2,2,3
강원,고성군,차량단독,공작물충돌,3,1,2,0,2,0
강원,고성군,차량단독,도로이탈,3,1,2,1,1,0
강원,양양군,차대사람,횡단중,12,4,8,2,6,0
강원,양양군,차대사람,차도통행중,6,1,5,4,1,0
강원,양양군,차대사람,길가장자리구역통행중,11,1,11,6,4,1
강원,양양군,차대사람,보도통행중,1,0,2,1,1,0
강원,양양군,차대사람,기타,5,0,5,1,4,0
강원,양양군,차대차,정면충돌,14,0,24,14,10,0
강원,양양군,차대차,측면충돌,74,0,152,36,111,5
강원,양양군,차대차,추돌,26,2,66,13,51,2
강원,양양군,차대차,추돌,17,0,59,8,51,0
강원,양양군,차대차,기타,1,0,2,0,2,0
강원,양양군,차량단독,전도전복,3,1,2,2,0,0
강원,양양군,차량단독,공작물충돌,7,1,10,7,3,0
강원,양양군,차량단독,기타,1,0,1,1,0,0
충북,청주시,차대사람,횡단중,319,24,319,152,160,7
충북,청주시,차대사람,차도통행중,10,0,10,5,5,0
충북,청주시,차대사람,길가장자리구역통행중,56,1,58,19,37,2
충북,청주시,차대사람,보도통행중,14,0,14,7,7,0
충북,청주시,차대사람,기타,452,8,474,212,254,8
충북,청주시,차대차,정면충돌,376,5,643,158,476,9
충북,청주시,차대차,측면충돌,1414,10,2467,584,1844,39
충북,청주시,차대차,추돌,438,5,791,138,644,9
